sAMAccountName,firstName,lastName,displayName,groups,userPrincipalName,password,ou,description
Fumiko.Sury,Fumiko,Sury,Fumiko Sury,BulkUsers,Fumiko.Sury@cloudoperations.com,Welcome3812,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sushant.Riesenhuber,Sushant,Riesenhuber,Sushant Riesenhuber,BulkUsers,Sushant.Riesenhuber@cloudoperations.com,Welcome3813,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ulises.Merel,Ulises,Merel,Ulises Merel,BulkUsers,Ulises.Merel@cloudoperations.com,Welcome3814,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Guadalupe.Plotkin,Guadalupe,Plotkin,Guadalupe Plotkin,BulkUsers,Guadalupe.Plotkin@cloudoperations.com,Welcome3815,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Miquel.Maksimenko,Miquel,Maksimenko,Miquel Maksimenko,BulkUsers,Miquel.Maksimenko@cloudoperations.com,Welcome3816,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mingdong.Sullins,Mingdong,Sullins,Mingdong Sullins,BulkUsers,Mingdong.Sullins@cloudoperations.com,Welcome3817,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Angel.Curless,Angel,Curless,Angel Curless,BulkUsers,Angel.Curless@cloudoperations.com,Welcome3818,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Honglan.Percebois,Honglan,Percebois,Honglan Percebois,BulkUsers,Honglan.Percebois@cloudoperations.com,Welcome3819,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zhensheng.Marchesini,Zhensheng,Marchesini,Zhensheng Marchesini,BulkUsers,Zhensheng.Marchesini@cloudoperations.com,Welcome3820,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Snehasis.Nooteboom,Snehasis,Nooteboom,Snehasis Nooteboom,BulkUsers,Snehasis.Nooteboom@cloudoperations.com,Welcome3821,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jianhao.Radwan,Jianhao,Radwan,Jianhao Radwan,BulkUsers,Jianhao.Radwan@cloudoperations.com,Welcome3822,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ebru.Montemayor,Ebru,Montemayor,Ebru Montemayor,BulkUsers,Ebru.Montemayor@cloudoperations.com,Welcome3823,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jaroslava.Oppitz,Jaroslava,Oppitz,Jaroslava Oppitz,BulkUsers,Jaroslava.Oppitz@cloudoperations.com,Welcome3824,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Arlette.Pell,Arlette,Pell,Arlette Pell,BulkUsers,Arlette.Pell@cloudoperations.com,Welcome3825,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zhigen.Greenaway,Zhigen,Greenaway,Zhigen Greenaway,BulkUsers,Zhigen.Greenaway@cloudoperations.com,Welcome3826,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Subbu.Castellani,Subbu,Castellani,Subbu Castellani,BulkUsers,Subbu.Castellani@cloudoperations.com,Welcome3827,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Takushi.VanScheik,Takushi,VanScheik,Takushi VanScheik,BulkUsers,Takushi.VanScheik@cloudoperations.com,Welcome3828,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Atreyi.Gruenwald,Atreyi,Gruenwald,Atreyi Gruenwald,BulkUsers,Atreyi.Gruenwald@cloudoperations.com,Welcome3829,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Arunachalam.Demri,Arunachalam,Demri,Arunachalam Demri,BulkUsers,Arunachalam.Demri@cloudoperations.com,Welcome3830,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yinghua.Rikino,Yinghua,Rikino,Yinghua Rikino,BulkUsers,Yinghua.Rikino@cloudoperations.com,Welcome3831,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Hidefumi.Siepmann,Hidefumi,Siepmann,Hidefumi Siepmann,BulkUsers,Hidefumi.Siepmann@cloudoperations.com,Welcome3832,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sumali.Grospietsch,Sumali,Grospietsch,Sumali Grospietsch,BulkUsers,Sumali.Grospietsch@cloudoperations.com,Welcome3833,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
TRUE.Peternell,TRUE,Peternell,TRUE Peternell,BulkUsers,TRUE.Peternell@cloudoperations.com,Welcome3834,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mahendra.Welham,Mahendra,Welham,Mahendra Welham,BulkUsers,Mahendra.Welham@cloudoperations.com,Welcome3835,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Taiji.Przulj,Taiji,Przulj,Taiji Przulj,BulkUsers,Taiji.Przulj@cloudoperations.com,Welcome3836,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Tsz.Seuren,Tsz,Seuren,Tsz Seuren,BulkUsers,Tsz.Seuren@cloudoperations.com,Welcome3837,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Giao.Stellhorn,Giao,Stellhorn,Giao Stellhorn,BulkUsers,Giao.Stellhorn@cloudoperations.com,Welcome3838,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Waiman.Weedon,Waiman,Weedon,Waiman Weedon,BulkUsers,Waiman.Weedon@cloudoperations.com,Welcome3839,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Remco.Demke,Remco,Demke,Remco Demke,BulkUsers,Remco.Demke@cloudoperations.com,Welcome3840,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Christophe.Spinelli,Christophe,Spinelli,Christophe Spinelli,BulkUsers,Christophe.Spinelli@cloudoperations.com,Welcome3841,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Juichirou.Cichocki,Juichirou,Cichocki,Juichirou Cichocki,BulkUsers,Juichirou.Cichocki@cloudoperations.com,Welcome3842,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Bernd.Stafford,Bernd,Stafford,Bernd Stafford,BulkUsers,Bernd.Stafford@cloudoperations.com,Welcome3843,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jianhua.Vural,Jianhua,Vural,Jianhua Vural,BulkUsers,Jianhua.Vural@cloudoperations.com,Welcome3844,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Alejandro.Ritcey,Alejandro,Ritcey,Alejandro Ritcey,BulkUsers,Alejandro.Ritcey@cloudoperations.com,Welcome3845,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Guiseppe.Welham,Guiseppe,Welham,Guiseppe Welham,BulkUsers,Guiseppe.Welham@cloudoperations.com,Welcome3846,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Dhritiman.Gulik,Dhritiman,Gulik,Dhritiman Gulik,BulkUsers,Dhritiman.Gulik@cloudoperations.com,Welcome3847,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jianhao.Wallrath,Jianhao,Wallrath,Jianhao Wallrath,BulkUsers,Jianhao.Wallrath@cloudoperations.com,Welcome3848,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Lillian.Dymetman,Lillian,Dymetman,Lillian Dymetman,BulkUsers,Lillian.Dymetman@cloudoperations.com,Welcome3849,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Hyuckchul.Kroft,Hyuckchul,Kroft,Hyuckchul Kroft,BulkUsers,Hyuckchul.Kroft@cloudoperations.com,Welcome3850,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Anyuan.Gurbaxani,Anyuan,Gurbaxani,Anyuan Gurbaxani,BulkUsers,Anyuan.Gurbaxani@cloudoperations.com,Welcome3851,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Alassane.Silva,Alassane,Silva,Alassane Silva,BulkUsers,Alassane.Silva@cloudoperations.com,Welcome3852,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mingsen.Roohalamini,Mingsen,Roohalamini,Mingsen Roohalamini,BulkUsers,Mingsen.Roohalamini@cloudoperations.com,Welcome3853,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Takushi.Siepmann,Takushi,Siepmann,Takushi Siepmann,BulkUsers,Takushi.Siepmann@cloudoperations.com,Welcome3854,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zhensheng.Argence,Zhensheng,Argence,Zhensheng Argence,BulkUsers,Zhensheng.Argence@cloudoperations.com,Welcome3855,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Xiping.Conta,Xiping,Conta,Xiping Conta,BulkUsers,Xiping.Conta@cloudoperations.com,Welcome3856,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mostafa.Ferriere,Mostafa,Ferriere,Mostafa Ferriere,BulkUsers,Mostafa.Ferriere@cloudoperations.com,Welcome3857,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Subir.Sanella,Subir,Sanella,Subir Sanella,BulkUsers,Subir.Sanella@cloudoperations.com,Welcome3858,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Anoosh.Fujisawa,Anoosh,Fujisawa,Anoosh Fujisawa,BulkUsers,Anoosh.Fujisawa@cloudoperations.com,Welcome3859,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Wojceich.Papastamatiou,Wojceich,Papastamatiou,Wojceich Papastamatiou,BulkUsers,Wojceich.Papastamatiou@cloudoperations.com,Welcome3860,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Parke.Serna,Parke,Serna,Parke Serna,BulkUsers,Parke.Serna@cloudoperations.com,Welcome3861,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Manu.Rubsam,Manu,Rubsam,Manu Rubsam,BulkUsers,Manu.Rubsam@cloudoperations.com,Welcome3862,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Reinhard.Baig,Reinhard,Baig,Reinhard Baig,BulkUsers,Reinhard.Baig@cloudoperations.com,Welcome3863,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Gladys.Attimonelli,Gladys,Attimonelli,Gladys Attimonelli,BulkUsers,Gladys.Attimonelli@cloudoperations.com,Welcome3864,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Junsik.Peir,Junsik,Peir,Junsik Peir,BulkUsers,Junsik.Peir@cloudoperations.com,Welcome3865,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Macha.Fargier,Macha,Fargier,Macha Fargier,BulkUsers,Macha.Fargier@cloudoperations.com,Welcome3866,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Taisook.Litzler,Taisook,Litzler,Taisook Litzler,BulkUsers,Taisook.Litzler@cloudoperations.com,Welcome3867,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Lidong.Rosin,Lidong,Rosin,Lidong Rosin,BulkUsers,Lidong.Rosin@cloudoperations.com,Welcome3868,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kinh.Cronan,Kinh,Cronan,Kinh Cronan,BulkUsers,Kinh.Cronan@cloudoperations.com,Welcome3869,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Theirry.Kirkerud,Theirry,Kirkerud,Theirry Kirkerud,BulkUsers,Theirry.Kirkerud@cloudoperations.com,Welcome3870,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Anoosh.Plavsic,Anoosh,Plavsic,Anoosh Plavsic,BulkUsers,Anoosh.Plavsic@cloudoperations.com,Welcome3871,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Breannda.Gilg,Breannda,Gilg,Breannda Gilg,BulkUsers,Breannda.Gilg@cloudoperations.com,Welcome3872,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Itzchak.Msuda,Itzchak,Msuda,Itzchak Msuda,BulkUsers,Itzchak.Msuda@cloudoperations.com,Welcome3873,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jiafu.Thebaut,Jiafu,Thebaut,Jiafu Thebaut,BulkUsers,Jiafu.Thebaut@cloudoperations.com,Welcome3874,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Genta.Manders,Genta,Manders,Genta Manders,BulkUsers,Genta.Manders@cloudoperations.com,Welcome3875,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Fatemeh.Swan,Fatemeh,Swan,Fatemeh Swan,BulkUsers,Fatemeh.Swan@cloudoperations.com,Welcome3876,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kristen.Trelles,Kristen,Trelles,Kristen Trelles,BulkUsers,Kristen.Trelles@cloudoperations.com,Welcome3877,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shigeaki.Eiron,Shigeaki,Eiron,Shigeaki Eiron,BulkUsers,Shigeaki.Eiron@cloudoperations.com,Welcome3878,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Valery.Ambroszkiewicz,Valery,Ambroszkiewicz,Valery Ambroszkiewicz,BulkUsers,Valery.Ambroszkiewicz@cloudoperations.com,Welcome3879,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Bedrich.Mandell,Bedrich,Mandell,Bedrich Mandell,BulkUsers,Bedrich.Mandell@cloudoperations.com,Welcome3880,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mary.Monarch,Mary,Monarch,Mary Monarch,BulkUsers,Mary.Monarch@cloudoperations.com,Welcome3881,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Saeed.Zallocco,Saeed,Zallocco,Saeed Zallocco,BulkUsers,Saeed.Zallocco@cloudoperations.com,Welcome3882,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kwangyoen.Barreiro,Kwangyoen,Barreiro,Kwangyoen Barreiro,BulkUsers,Kwangyoen.Barreiro@cloudoperations.com,Welcome3883,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kensei.Swift,Kensei,Swift,Kensei Swift,BulkUsers,Kensei.Swift@cloudoperations.com,Welcome3884,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Xiaoqiang.Puppo,Xiaoqiang,Puppo,Xiaoqiang Puppo,BulkUsers,Xiaoqiang.Puppo@cloudoperations.com,Welcome3885,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shunichi.Tischendorf,Shunichi,Tischendorf,Shunichi Tischendorf,BulkUsers,Shunichi.Tischendorf@cloudoperations.com,Welcome3886,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Abdulla.Heydon,Abdulla,Heydon,Abdulla Heydon,BulkUsers,Abdulla.Heydon@cloudoperations.com,Welcome3887,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Xuedong.Reghbati,Xuedong,Reghbati,Xuedong Reghbati,BulkUsers,Xuedong.Reghbati@cloudoperations.com,Welcome3888,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yaghout.Wossner,Yaghout,Wossner,Yaghout Wossner,BulkUsers,Yaghout.Wossner@cloudoperations.com,Welcome3889,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Marin.Antonisse,Marin,Antonisse,Marin Antonisse,BulkUsers,Marin.Antonisse@cloudoperations.com,Welcome3890,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mokhtar.Parascandalo,Mokhtar,Parascandalo,Mokhtar Parascandalo,BulkUsers,Mokhtar.Parascandalo@cloudoperations.com,Welcome3891,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ramzi.Nastansky,Ramzi,Nastansky,Ramzi Nastansky,BulkUsers,Ramzi.Nastansky@cloudoperations.com,Welcome3892,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Roddy.Danecki,Roddy,Danecki,Roddy Danecki,BulkUsers,Roddy.Danecki@cloudoperations.com,Welcome3893,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ult.Schonegge,Ult,Schonegge,Ult Schonegge,BulkUsers,Ult.Schonegge@cloudoperations.com,Welcome3894,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Surveyors.Chinin,Surveyors,Chinin,Surveyors Chinin,BulkUsers,Surveyors.Chinin@cloudoperations.com,Welcome3895,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Gadiel.Karnin,Gadiel,Karnin,Gadiel Karnin,BulkUsers,Gadiel.Karnin@cloudoperations.com,Welcome3896,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
JoAnna.Hardjono,JoAnna,Hardjono,JoAnna Hardjono,BulkUsers,JoAnna.Hardjono@cloudoperations.com,Welcome3897,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Oguz.Hiroyama,Oguz,Hiroyama,Oguz Hiroyama,BulkUsers,Oguz.Hiroyama@cloudoperations.com,Welcome3898,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mostafa.Crouzet,Mostafa,Crouzet,Mostafa Crouzet,BulkUsers,Mostafa.Crouzet@cloudoperations.com,Welcome3899,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zita.Waterhouse,Zita,Waterhouse,Zita Waterhouse,BulkUsers,Zita.Waterhouse@cloudoperations.com,Welcome3900,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Woody.Varman,Woody,Varman,Woody Varman,BulkUsers,Woody.Varman@cloudoperations.com,Welcome3901,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Greger.Kilgore,Greger,Kilgore,Greger Kilgore,BulkUsers,Greger.Kilgore@cloudoperations.com,Welcome3902,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sudhanshu.Pileggi,Sudhanshu,Pileggi,Sudhanshu Pileggi,BulkUsers,Sudhanshu.Pileggi@cloudoperations.com,Welcome3903,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Youngkon.Cairo,Youngkon,Cairo,Youngkon Cairo,BulkUsers,Youngkon.Cairo@cloudoperations.com,Welcome3904,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Otilia.Haddadi,Otilia,Haddadi,Otilia Haddadi,BulkUsers,Otilia.Haddadi@cloudoperations.com,Welcome3905,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Serif.Dalton,Serif,Dalton,Serif Dalton,BulkUsers,Serif.Dalton@cloudoperations.com,Welcome3906,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Lijia.Demos,Lijia,Demos,Lijia Demos,BulkUsers,Lijia.Demos@cloudoperations.com,Welcome3907,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Nechama.Koprowski,Nechama,Koprowski,Nechama Koprowski,BulkUsers,Nechama.Koprowski@cloudoperations.com,Welcome3908,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Szabolcs.Leslie,Szabolcs,Leslie,Szabolcs Leslie,BulkUsers,Szabolcs.Leslie@cloudoperations.com,Welcome3909,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Danae.Szmurlo,Danae,Szmurlo,Danae Szmurlo,BulkUsers,Danae.Szmurlo@cloudoperations.com,Welcome3910,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Fen.Jansen,Fen,Jansen,Fen Jansen,BulkUsers,Fen.Jansen@cloudoperations.com,Welcome3911,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Niclas.Blokdijk,Niclas,Blokdijk,Niclas Blokdijk,BulkUsers,Niclas.Blokdijk@cloudoperations.com,Welcome3912,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Xinan.Yoshizawa,Xinan,Yoshizawa,Xinan Yoshizawa,BulkUsers,Xinan.Yoshizawa@cloudoperations.com,Welcome3913,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Serge.Albarhamtoshy,Serge,Albarhamtoshy,Serge Albarhamtoshy,BulkUsers,Serge.Albarhamtoshy@cloudoperations.com,Welcome3914,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Oguz.Bouloucos,Oguz,Bouloucos,Oguz Bouloucos,BulkUsers,Oguz.Bouloucos@cloudoperations.com,Welcome3915,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Vidya.Wynblatt,Vidya,Wynblatt,Vidya Wynblatt,BulkUsers,Vidya.Wynblatt@cloudoperations.com,Welcome3916,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shahaf.Felder,Shahaf,Felder,Shahaf Felder,BulkUsers,Shahaf.Felder@cloudoperations.com,Welcome3917,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Marco.Thebaut,Marco,Thebaut,Marco Thebaut,BulkUsers,Marco.Thebaut@cloudoperations.com,Welcome3918,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Brewster.Sinicrope,Brewster,Sinicrope,Brewster Sinicrope,BulkUsers,Brewster.Sinicrope@cloudoperations.com,Welcome3919,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Naftali.Rodham,Naftali,Rodham,Naftali Rodham,BulkUsers,Naftali.Rodham@cloudoperations.com,Welcome3920,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Lidong.Soicher,Lidong,Soicher,Lidong Soicher,BulkUsers,Lidong.Soicher@cloudoperations.com,Welcome3921,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jinpo.Langford,Jinpo,Langford,Jinpo Langford,BulkUsers,Jinpo.Langford@cloudoperations.com,Welcome3922,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Eben.Rosiles,Eben,Rosiles,Eben Rosiles,BulkUsers,Eben.Rosiles@cloudoperations.com,Welcome3923,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mary.DasSarma,Mary,DasSarma,Mary DasSarma,BulkUsers,Mary.DasSarma@cloudoperations.com,Welcome3924,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Marko.Masada,Marko,Masada,Marko Masada,BulkUsers,Marko.Masada@cloudoperations.com,Welcome3925,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ekawit.Puppe,Ekawit,Puppe,Ekawit Puppe,BulkUsers,Ekawit.Puppe@cloudoperations.com,Welcome3926,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Fayez.Jayawardene,Fayez,Jayawardene,Fayez Jayawardene,BulkUsers,Fayez.Jayawardene@cloudoperations.com,Welcome3927,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mahmut.Nitta,Mahmut,Nitta,Mahmut Nitta,BulkUsers,Mahmut.Nitta@cloudoperations.com,Welcome3928,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kensyu.Reinhart,Kensyu,Reinhart,Kensyu Reinhart,BulkUsers,Kensyu.Reinhart@cloudoperations.com,Welcome3929,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sukumar.Chartres,Sukumar,Chartres,Sukumar Chartres,BulkUsers,Sukumar.Chartres@cloudoperations.com,Welcome3930,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sushant.Vieri,Sushant,Vieri,Sushant Vieri,BulkUsers,Sushant.Vieri@cloudoperations.com,Welcome3931,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Tommaso.Simmel,Tommaso,Simmel,Tommaso Simmel,BulkUsers,Tommaso.Simmel@cloudoperations.com,Welcome3932,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jamaludin.Benzaken,Jamaludin,Benzaken,Jamaludin Benzaken,BulkUsers,Jamaludin.Benzaken@cloudoperations.com,Welcome3933,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shiv.Bratsberg,Shiv,Bratsberg,Shiv Bratsberg,BulkUsers,Shiv.Bratsberg@cloudoperations.com,Welcome3934,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Greger.Gopalakrishnan,Greger,Gopalakrishnan,Greger Gopalakrishnan,BulkUsers,Greger.Gopalakrishnan@cloudoperations.com,Welcome3935,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Tsz.Hambrick,Tsz,Hambrick,Tsz Hambrick,BulkUsers,Tsz.Hambrick@cloudoperations.com,Welcome3936,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Anestis.Egerstedt,Anestis,Egerstedt,Anestis Egerstedt,BulkUsers,Anestis.Egerstedt@cloudoperations.com,Welcome3937,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Rosella.Lueh,Rosella,Lueh,Rosella Lueh,BulkUsers,Rosella.Lueh@cloudoperations.com,Welcome3938,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
